Date,Min Temperature (C),Max Temperature (C)
11-08-2022,23.1,30.1
12-08-2022,23.3,32.5
13-08-2022,25.1,34.0
14-08-2022,24.7,32.0
15-08-2022,24.3,31.2
16-08-2022,23.9,32.8
17-08-2022,23.6,32.3
18-08-2022,25.2,32.3
19-08-2022,25.7,30.0
20-08-2022,22.6,28.6
21-08-2022,24.1,33.0
22-08-2022,25.1,31.6
23-08-2022,25.0,33.3
24-08-2022,24.7,31.6
25-08-2022,24.4,34.0
